Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_avoid_bank_conflicts(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1491639,1491639,134217728,256,2048,0,8,8,16,64,0x0,0x7f603a796fc0,1691496,1691496,2097152,58720256,8020952,1026803608,2559439151458854,2559453640401107,2559453641535987,2559439160392575
