Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_avoid_bank_conflicts(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1492394,1492394,134217728,256,2048,0,8,8,16,64,0x0,0x7fe3b6ff6fc0,1687491,1687491,15342,13499936,2097152,1629604079,13369372,0,6583954512,2559441726035056,2559453640401107,2559453641535987,2559441734929584
