Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_avoid_bank_conflicts(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1491822,1491822,134217728,256,2048,0,8,8,16,64,0x0,0x7f1169aaafc0,16777216,6741795,862310151,2559439798876795,2559453640401107,2559453641535987,2559439807665934
