Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_avoid_bank_conflicts(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1492024,1492024,134217728,256,2048,0,8,8,16,64,0x0,0x7f8d44ba6fc0,4194304,2272520,291533808,2559440443173941,2559453640401107,2559453641535987,2559440451999178
