Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_baseline(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1483178,1483178,134217728,256,2048,0,8,8,16,64,0x0,0x7f1f2ae9ef40,2621440,11799661,1510227097,2559406920269462,2559419495545026,2559419496867747,2559406929333670
