Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_complete_unroll(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2698937,2698937,67108864,256,2048,0,12,12,16,64,0x0,0x7f3dd29c7080,7864320,22617258,2895034379,2959111590994860,2959124205672865,2959124206667106,2959111599762544
