Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_complete_unroll(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2699154,2699154,67108864,256,2048,0,12,12,16,64,0x0,0x7fb50c5cb080,1471827,1471827,15454,11774624,1048576,970442417,11652678,0,3913915968,2959112236084512,2959124205672865,2959124206667106,2959112244943629
