Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_use_warp_shuffles(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1515011,1515011,67108864,256,2048,0,12,12,16,64,0x0,0x7fb3ad1c3100,1408563,1408563,14814,11268512,1048576,1172350684,11143961,0,4721732512,2559527672659395,2559539634915674,2559539635864633,2559527681500172
