Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_use_warp_shuffles(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1514644,1514644,67108864,256,2048,0,12,12,16,64,0x0,0x7fe46f5f7100,2097152,1192234,153374336,2559526381102397,2559539634915674,2559539635864633,2559526389848946
