Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_use_warp_shuffles(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1514278,1514278,67108864,256,2048,0,12,12,16,64,0x0,0x7f40d71db100,1409034,1409034,1048576,16252928,2049169,262076608,2559525088081156,2559539634915674,2559539635864633,2559525096959934
