Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_first_add_during_load(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1496116,1496116,67108864,256,2048,0,12,12,16,64,0x0,0x7f4e35667000,1410864,1410864,1048576,28049408,3536671,452286020,2559456253446013,2559470867767636,2559470868715637,2559456262114454
