Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_first_add_during_load(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1496501,1496501,67108864,256,2048,0,12,12,16,64,0x0,0x7f4fc11cb000,2097152,1207022,154020696,2559457537630295,2559470867767636,2559470868715637,2559457546393364
