Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_first_add_during_load(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1496685,1496685,67108864,256,2048,0,12,12,16,64,0x0,0x7f1060963000,2359296,37059809,4743734783,2559458181004800,2559470867767636,2559470868715637,2559458189756979
