Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_first_add_during_load(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1500257,1500257,67108864,256,2048,0,12,12,16,64,0x0,0x7fa50b183000,2559470867738794,2559470867767636,2559470868715637,2559470868781421
