Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_first_add_during_load(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1496870,1496870,67108864,256,2048,0,12,12,16,64,0x0,0x7f0006d83000,1408894,1408894,14952,11271160,1048576,1324871572,11146113,0,5332036968,2559458828588294,2559470867767636,2559470868715637,2559458837808556
