Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_LDS,SQ_INST_LEVEL_LDS,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_avoid_divergent_branching(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,1487316,1487316,134217728,256,2048,0,8,8,16,64,0x0,0x7fab9fc8af80,16777216,9151093,1170442416,2559422733176194,2559436561843475,2559436563073395,2559422742292450
