Kernel_Name,Count,Sum(ns),Mean(ns),Median(ns),Pct
"reduce_avoid_divergent_branching(unsigned long long*, unsigned long long*, int) [clone .kd]",1,1229920.0,1229920.0,1229920.0,100.0
