Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_SMEM,SQ_INST_LEVEL_SMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_unroll_last_loop_iteration(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2703370,2703370,67108864,256,2048,0,12,12,16,64,0x0,0x7f5f4db3b040,2097152,1196226,152995536,2959215076443806,2959228362559710,2959228363552990,2959215085296592
