Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_unroll_last_loop_iteration(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2702983,2702983,67108864,256,2048,0,12,12,16,64,0x0,0x7fd6d4be7040,1484352,1484352,1048576,16777216,2109587,269956168,2959213786591457,2959228362559710,2959228363552990,2959213795409687
