Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_INSTS_VMEM,SQ_INST_LEVEL_VMEM,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_unroll_last_loop_iteration(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2703556,2703556,67108864,256,2048,0,12,12,16,64,0x0,0x7f13abd33040,7864320,22808762,2919390259,2959215721865441,2959228362559710,2959228363552990,2959215730599309
