Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_algorithm_cascading(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2714496,2714496,67108864,256,2048,0,12,12,16,64,0x0,0x7f60211030c0,2959873752052428,2959873752082232,2959873753072952,2959873753147375
