Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,CPC_ME1_BUSY_FOR_PACKET_DECODE,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_algorithm_cascading(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2710892,2710892,67108864,256,2048,0,12,12,16,64,0x0,0x7f4e4bef70c0,1489265,1489265,16123,11914128,1048576,1042472572,11783675,0,4202043872,2959861701304484,2959873752082232,2959873753072952,2959861710093468
