Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,GRBM_COUNT,GRBM_GUI_ACTIVE,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
0,"reduce_algorithm_cascading(unsigned long long*, unsigned long long*, int) [clone .kd]",2,0,0,2710075,2710075,67108864,256,2048,0,12,12,16,64,0x0,0x7f7638a870c0,1475947,1475947,1048576,17825792,2259685,289352820,2959859107104801,2959873752082232,2959873753072952,2959859116031869
